编号,V0,,,标准 608s,,,,,,,,,V1,,,标准,,,,,,,,,F0,,,标准,,,,,,,,,F1,,,标准,,,,,,,,,,V0,,,标准,,,,,,,,,V1,,,标准,,,,,,,,,F0,,,标准,,,,,,,,,F1,,,标准,,,,,,,,
雨量,8.89,9.13,9.38,12.1,12.35,12.2,,,,,,,7.83,8.52,8.65,12.05,12.45,12.25,,,,,,,5.7,7,6.5,12.1,12.3,12.3,,,,,,,4.7,4.3,4.4,11.6,12.15,11.9,,,,,,,,45.35,42.34,44.63,47.15,49.05,47.4,,,,,,,39.24,40.42,38.25,46.9,49.35,46.8,,,,,,,31.4,30.3,31.1,47.2,48.5,47.95,,,,,,,55.3,48.4,46,48.95,51.75,50.3,,,,,,
时间 s,第1次,第2次,第3次,第1次,第2次,第3次,第1次,第2次,第3次,3次均值,允差下限,允差上限,第1次,第2次,第3次,第1次,第2次,第3次,第1次,第2次,第3次,3次均值,允差下限,允差上限,第1次,第2次,第3次,第1次,第2次,第3次,第1次,第2次,第3次,3次均值,允差下限,允差上限,第1次,第2次,第3次,第1次,第2次,第3次,第1次,第2次,第3次,3次均值,允差下限,允差上限,,第1次,第2次,第3次,第1次,第2次,第3次,第1次,第2次,第3次,3次均值,允差下限,允差上限,第1次,第2次,第3次,第1次,第2次,第3次,第1次,第2次,第3次,3次均值,允差下限,允差上限,第1次,第2次,第3次,第1次,第2次,第3次,第1次,第2次,第3次,3次均值,允差下限,允差上限,第1次,第2次,第3次,第1次,第2次,第3次,第1次,第2次,第3次,3次均值,允差下限,允差上限
101,1.47,1.34,1.43,2.010032895,2.0515625,2.026644737,-0.540032895,-0.7115625,-0.596644737,-0.616080044,-0.5,0.5,1.27,1.21,1.28,2.001726974,2.068174342,2.034950658,-0.731726974,-0.858174342,-0.754950658,-0.781617325,-0.5,0.5,0.7,1.2,1,2.010032895,2.043256579,2.043256579,-1.310032895,-0.843256579,-1.043256579,-1.065515351,-0.5,0.5,0.6,0.4,0.6,1.926973684,2.018338816,1.976809211,-1.326973684,-1.618338816,-1.376809211,-1.440707237,-0.5,0.5,,5.69,5.36,6.37,5.960137672,6.200312891,5.991739675,-0.270137672,-0.840312891,0.378260325,-0.244063413,-3.2,3.2,4.50,4.63,4.71,5.92853567,6.238235294,5.915894869,-1.42853567,-1.608235294,-1.205894869,-1.414221944,-3.2,3.2,3.1,3.8,3.7,5.966458073,6.130788486,6.06126408,-2.866458073,-2.330788486,-2.36126408,-2.519503546,-3.2,3.2,5.6,5.6,4.5,6.18767209,6.541614518,6.358322904,-0.58767209,-0.941614518,-1.858322904,-1.129203171,-3.2,3.2
102,1.48,1.39,1.45,2.029934211,2.071875,2.046710526,-0.549934211,-0.681875,-0.596710526,-0.609506579,-0.5,0.5,1.29,1.22,1.29,2.021546053,2.088651316,2.055098684,-0.731546053,-0.868651316,-0.765098684,-0.788432018,-0.5,0.5,0.7,1.2,1,2.029934211,2.063486842,2.063486842,-1.329934211,-0.863486842,-1.063486842,-1.085635965,-0.5,0.5,0.6,0.4,0.6,1.946052632,2.038322368,1.996381579,-1.346052632,-1.638322368,-1.396381579,-1.460252193,-0.5,0.5,,5.83,5.44,6.41,6.019148936,6.261702128,6.05106383,-0.189148936,-0.821702128,0.35893617,-0.217304965,-3.2,3.2,4.60,4.71,4.76,5.987234043,6.3,5.974468085,-1.387234043,-1.59,-1.214468085,-1.397234043,-3.2,3.2,3.1,3.9,3.7,6.025531915,6.191489362,6.121276596,-2.925531915,-2.291489362,-2.421276596,-2.546099291,-3.2,3.2,5.6,5.7,4.6,6.24893617,6.606382979,6.421276596,-0.64893617,-0.906382979,-1.821276596,-1.125531915,-3.2,3.2
103,1.50,1.40,1.46,2.049835526,2.0921875,2.066776316,-0.549835526,-0.6921875,-0.606776316,-0.616266447,-0.5,0.5,1.32,1.23,1.30,2.041365132,2.109128289,2.075246711,-0.721365132,-0.879128289,-0.775246711,-0.791913377,-0.5,0.5,0.7,1.2,1,2.049835526,2.083717105,2.083717105,-1.349835526,-0.883717105,-1.083717105,-1.105756579,-0.5,0.5,0.6,0.4,0.6,1.965131579,2.058305921,2.015953947,-1.365131579,-1.658305921,-1.415953947,-1.479797149,-0.5,0.5,,5.88,5.56,6.43,6.0781602,6.323091364,6.110387985,-0.1981602,-0.763091364,0.319612015,-0.21387985,-3.2,3.2,4.67,4.81,4.79,6.045932416,6.361764706,6.033041302,-1.375932416,-1.551764706,-1.243041302,-1.390246141,-3.2,3.2,3.1,3.9,3.7,6.084605757,6.252190238,6.181289111,-2.984605757,-2.352190238,-2.481289111,-2.606028369,-3.2,3.2,5.7,5.8,4.6,6.31020025,6.671151439,6.484230288,-0.61020025,-0.871151439,-1.884230288,-1.121860659,-3.2,3.2
104,1.52,1.41,1.48,2.069736842,2.1125,2.086842105,-0.549736842,-0.7025,-0.606842105,-0.619692982,-0.5,0.5,1.35,1.26,1.31,2.061184211,2.129605263,2.095394737,-0.711184211,-0.869605263,-0.785394737,-0.78872807,-0.5,0.5,0.7,1.2,1,2.069736842,2.103947368,2.103947368,-1.369736842,-0.903947368,-1.103947368,-1.125877193,-0.5,0.5,0.6,0.4,0.6,1.984210526,2.078289474,2.035526316,-1.384210526,-1.678289474,-1.435526316,-1.499342105,-0.5,0.5,,5.91,5.60,6.49,6.137171464,6.384480601,6.16971214,-0.227171464,-0.784480601,0.32028786,-0.230454735,-3.2,3.2,4.82,4.97,4.81,6.104630788,6.423529412,6.091614518,-1.284630788,-1.453529412,-1.281614518,-1.339924906,-3.2,3.2,3.2,4,3.7,6.143679599,6.312891114,6.241301627,-2.943679599,-2.312891114,-2.541301627,-2.59929078,-3.2,3.2,5.7,6,4.7,6.37146433,6.7359199,6.54718398,-0.67146433,-0.7359199,-1.84718398,-1.08485607,-3.2,3.2
105,1.54,1.44,1.50,2.089638158,2.1328125,2.106907895,-0.549638158,-0.6928125,-0.606907895,-0.616452851,-0.5,0.5,1.36,1.26,1.32,2.081003289,2.150082237,2.115542763,-0.721003289,-0.890082237,-0.795542763,-0.80220943,-0.5,0.5,0.8,1.2,1.1,2.089638158,2.124177632,2.124177632,-1.289638158,-0.924177632,-1.024177632,-1.07933114,-0.5,0.5,0.6,0.4,0.7,2.003289474,2.098273026,2.055098684,-1.403289474,-1.698273026,-1.355098684,-1.485553728,-0.5,0.5,,5.97,5.66,6.57,6.196182728,6.445869837,6.229036295,-0.226182728,-0.785869837,0.340963705,-0.223696287,-3.2,3.2,4.85,4.98,4.87,6.163329161,6.485294118,6.150187735,-1.313329161,-1.505294118,-1.280187735,-1.366270338,-3.2,3.2,3.3,4.1,3.7,6.202753442,6.37359199,6.301314143,-2.902753442,-2.27359199,-2.601314143,-2.592553191,-3.2,3.2,5.8,6.1,4.8,6.432728411,6.80068836,6.610137672,-0.632728411,-0.70068836,-1.810137672,-1.047851481,-3.2,3.2
106,1.55,1.46,1.53,2.109539474,2.153125,2.126973684,-0.559539474,-0.693125,-0.596973684,-0.616546053,-0.5,0.5,1.36,1.27,1.35,2.100822368,2.170559211,2.135690789,-0.740822368,-0.900559211,-0.785690789,-0.809024123,-0.5,0.5,0.8,1.2,1.1,2.109539474,2.144407895,2.144407895,-1.309539474,-0.944407895,-1.044407895,-1.099451754,-0.5,0.5,0.6,0.4,0.7,2.022368421,2.118256579,2.074671053,-1.422368421,-1.718256579,-1.374671053,-1.505098684,-0.5,0.5,,6.08,5.72,6.61,6.255193992,6.507259074,6.288360451,-0.175193992,-0.787259074,0.321639549,-0.213604506,-3.2,3.2,4.89,5.04,4.97,6.222027534,6.547058824,6.208760951,-1.332027534,-1.507058824,-1.238760951,-1.359282436,-3.2,3.2,3.3,4.1,3.8,6.261827284,6.434292866,6.361326658,-2.961827284,-2.334292866,-2.561326658,-2.619148936,-3.2,3.2,5.8,6.1,4.8,6.493992491,6.865456821,6.673091364,-0.693992491,-0.765456821,-1.873091364,-1.110846892,-3.2,3.2
107,1.57,1.48,1.54,2.129440789,2.1734375,2.147039474,-0.559440789,-0.6934375,-0.607039474,-0.619972588,-0.5,0.5,1.38,1.28,1.36,2.120641447,2.191036184,2.155838816,-0.740641447,-0.911036184,-0.795838816,-0.815838816,-0.5,0.5,0.8,1.2,1.1,2.129440789,2.164638158,2.164638158,-1.329440789,-0.964638158,-1.064638158,-1.119572368,-0.5,0.5,0.6,0.4,0.7,2.041447368,2.138240132,2.094243421,-1.441447368,-1.738240132,-1.394243421,-1.52464364,-0.5,0.5,,6.14,5.79,6.69,6.314205257,6.56864831,6.347684606,-0.174205257,-0.77864831,0.342315394,-0.203512724,-3.2,3.2,4.94,5.05,5.03,6.280725907,6.608823529,6.267334168,-1.340725907,-1.558823529,-1.237334168,-1.378961202,-3.2,3.2,3.3,4.1,3.8,6.320901126,6.494993742,6.421339174,-3.020901126,-2.394993742,-2.621339174,-2.679078014,-3.2,3.2,5.9,6.2,5,6.555256571,6.930225282,6.736045056,-0.655256571,-0.730225282,-1.736045056,-1.04050897,-3.2,3.2
108,1.58,1.49,1.55,2.149342105,2.19375,2.167105263,-0.569342105,-0.70375,-0.617105263,-0.630065789,-0.5,0.5,1.39,1.29,1.37,2.140460526,2.211513158,2.175986842,-0.750460526,-0.921513158,-0.805986842,-0.825986842,-0.5,0.5,0.8,1.2,1.1,2.149342105,2.184868421,2.184868421,-1.349342105,-0.984868421,-1.084868421,-1.139692982,-0.5,0.5,0.6,0.4,0.7,2.060526316,2.158223684,2.113815789,-1.460526316,-1.758223684,-1.413815789,-1.544188596,-0.5,0.5,,6.19,5.80,6.73,6.373216521,6.630037547,6.407008761,-0.183216521,-0.830037547,0.322991239,-0.23008761,-3.2,3.2,5.05,5.11,5.10,6.33942428,6.670588235,6.325907384,-1.28942428,-1.560588235,-1.225907384,-1.358639967,-3.2,3.2,3.4,4.1,3.8,6.379974969,6.555694618,6.48135169,-2.979974969,-2.455694618,-2.68135169,-2.705673759,-3.2,3.2,5.9,6.3,5,6.616520651,6.994993742,6.798998748,-0.716520651,-0.694993742,-1.798998748,-1.070171047,-3.2,3.2
109,1.59,1.50,1.56,2.169243421,2.2140625,2.187171053,-0.579243421,-0.7140625,-0.627171053,-0.640158991,-0.5,0.5,1.40,1.29,1.39,2.160279605,2.231990132,2.196134868,-0.760279605,-0.941990132,-0.806134868,-0.836134868,-0.5,0.5,0.8,1.2,1.1,2.169243421,2.205098684,2.205098684,-1.369243421,-1.005098684,-1.105098684,-1.159813596,-0.5,0.5,0.6,0.5,0.7,2.079605263,2.178207237,2.133388158,-1.479605263,-1.678207237,-1.433388158,-1.530400219,-0.5,0.5,,6.22,5.89,6.81,6.432227785,6.691426783,6.466332916,-0.212227785,-0.801426783,0.343667084,-0.223329161,-3.2,3.2,5.12,5.13,5.15,6.398122653,6.732352941,6.384480601,-1.278122653,-1.602352941,-1.234480601,-1.371652065,-3.2,3.2,3.4,4.2,3.8,6.439048811,6.616395494,6.541364205,-3.039048811,-2.416395494,-2.741364205,-2.732269504,-3.2,3.2,6.1,6.5,5.1,6.677784731,7.059762203,6.861952441,-0.577784731,-0.559762203,-1.761952441,-0.966499791,-3.2,3.2
110,1.63,1.51,1.57,2.189144737,2.234375,2.207236842,-0.559144737,-0.724375,-0.637236842,-0.640252193,-0.5,0.5,1.42,1.31,1.40,2.180098684,2.252467105,2.216282895,-0.760098684,-0.942467105,-0.816282895,-0.839616228,-0.5,0.5,0.8,1.3,1.1,2.189144737,2.225328947,2.225328947,-1.389144737,-0.925328947,-1.125328947,-1.146600877,-0.5,0.5,0.6,0.5,0.7,2.098684211,2.198190789,2.152960526,-1.498684211,-1.698190789,-1.452960526,-1.549945175,-0.5,0.5,,6.25,5.98,6.88,6.491239049,6.75281602,6.525657071,-0.241239049,-0.77281602,0.354342929,-0.219904047,-3.2,3.2,5.20,5.22,5.21,6.456821026,6.794117647,6.443053817,-1.256821026,-1.574117647,-1.233053817,-1.354664164,-3.2,3.2,3.4,4.2,3.9,6.498122653,6.67709637,6.601376721,-3.098122653,-2.47709637,-2.701376721,-2.758865248,-3.2,3.2,6.1,6.6,5.2,6.739048811,7.124530663,6.924906133,-0.639048811,-0.524530663,-1.724906133,-0.962828536,-3.2,3.2
111,1.65,1.53,1.59,2.209046053,2.2546875,2.227302632,-0.559046053,-0.7246875,-0.637302632,-0.640345395,-0.5,0.5,1.44,1.32,1.43,2.199917763,2.272944079,2.236430921,-0.759917763,-0.952944079,-0.806430921,-0.839764254,-0.5,0.5,0.8,1.3,1.1,2.209046053,2.245559211,2.245559211,-1.409046053,-0.945559211,-1.145559211,-1.166721491,-0.5,0.5,0.6,0.5,0.8,2.117763158,2.218174342,2.172532895,-1.517763158,-1.718174342,-1.372532895,-1.536156798,-0.5,0.5,,6.32,6.04,6.91,6.550250313,6.814205257,6.584981227,-0.230250313,-0.774205257,0.325018773,-0.226478932,-3.2,3.2,5.28,5.29,5.34,6.515519399,6.855882353,6.501627034,-1.235519399,-1.565882353,-1.161627034,-1.321009595,-3.2,3.2,3.5,4.2,3.9,6.557196496,6.737797247,6.661389237,-3.057196496,-2.537797247,-2.761389237,-2.785460993,-3.2,3.2,6.2,6.6,5.2,6.800312891,7.189299124,6.987859825,-0.600312891,-0.589299124,-1.787859825,-0.992490613,-3.2,3.2
112,1.67,1.56,1.61,2.228947368,2.275,2.247368421,-0.558947368,-0.715,-0.637368421,-0.637105263,-0.5,0.5,1.45,1.33,1.44,2.219736842,2.293421053,2.256578947,-0.769736842,-0.963421053,-0.816578947,-0.849912281,-0.5,0.5,0.8,1.3,1.1,2.228947368,2.265789474,2.265789474,-1.428947368,-0.965789474,-1.165789474,-1.186842105,-0.5,0.5,0.6,0.5,0.8,2.136842105,2.238157895,2.192105263,-1.536842105,-1.738157895,-1.392105263,-1.555701754,-0.5,0.5,,6.35,6.08,6.94,6.609261577,6.875594493,6.644305382,-0.259261577,-0.795594493,0.295694618,-0.253053817,-3.2,3.2,5.30,5.31,5.35,6.574217772,6.917647059,6.56020025,-1.274217772,-1.607647059,-1.21020025,-1.364021694,-3.2,3.2,3.6,4.3,3.9,6.616270338,6.798498123,6.721401752,-3.016270338,-2.498498123,-2.821401752,-2.778723404,-3.2,3.2,6.2,6.7,5.3,6.861576971,7.254067584,7.050813517,-0.661576971,-0.554067584,-1.750813517,-0.988819358,-3.2,3.2
113,1.68,1.57,1.64,2.248848684,2.2953125,2.267434211,-0.568848684,-0.7253125,-0.627434211,-0.640531798,-0.5,0.5,1.46,1.34,1.45,2.239555921,2.313898026,2.276726974,-0.779555921,-0.973898026,-0.826726974,-0.860060307,-0.5,0.5,0.9,1.3,1.1,2.248848684,2.286019737,2.286019737,-1.348848684,-0.986019737,-1.186019737,-1.173629386,-0.5,0.5,0.6,0.5,0.8,2.155921053,2.258141447,2.211677632,-1.555921053,-1.758141447,-1.411677632,-1.575246711,-0.5,0.5,,6.41,6.11,7.04,6.668272841,6.93698373,6.703629537,-0.258272841,-0.82698373,0.336370463,-0.249628703,-3.2,3.2,5.32,5.34,5.44,6.632916145,6.979411765,6.618773467,-1.312916145,-1.639411765,-1.178773467,-1.377033792,-3.2,3.2,3.7,4.4,4,6.67534418,6.859198999,6.781414268,-2.97534418,-2.459198999,-2.781414268,-2.738652482,-3.2,3.2,6.3,6.8,5.3,6.922841051,7.318836045,7.113767209,-0.622841051,-0.518836045,-1.813767209,-0.985148102,-3.2,3.2
114,1.71,1.58,1.64,2.26875,2.315625,2.2875,-0.55875,-0.735625,-0.6475,-0.647291667,-0.5,0.5,1.46,1.34,1.45,2.259375,2.334375,2.296875,-0.799375,-0.994375,-0.846875,-0.880208333,-0.5,0.5,0.9,1.3,1.2,2.26875,2.30625,2.30625,-1.36875,-1.00625,-1.10625,-1.160416667,-0.5,0.5,0.6,0.5,0.8,2.175,2.278125,2.23125,-1.575,-1.778125,-1.43125,-1.594791667,-0.5,0.5,,6.42,6.14,7.08,6.727284105,6.998372966,6.762953692,-0.307284105,-0.858372966,0.317046308,-0.282870254,-3.2,3.2,5.36,5.35,5.46,6.691614518,7.041176471,6.677346683,-1.331614518,-1.691176471,-1.217346683,-1.413379224,-3.2,3.2,3.7,4.4,4.1,6.734418023,6.919899875,6.841426783,-3.034418023,-2.519899875,-2.741426783,-2.765248227,-3.2,3.2,6.3,6.8,5.3,6.984105131,7.383604506,7.176720901,-0.684105131,-0.583604506,-1.876720901,-1.048143513,-3.2,3.2
115,1.74,1.58,1.66,2.288651316,2.3359375,2.307565789,-0.548651316,-0.7559375,-0.647565789,-0.650718202,-0.5,0.5,1.47,1.35,1.47,2.279194079,2.354851974,2.317023026,-0.809194079,-1.004851974,-0.847023026,-0.887023026,-0.5,0.5,0.9,1.3,1.2,2.288651316,2.326480263,2.326480263,-1.388651316,-1.026480263,-1.126480263,-1.180537281,-0.5,0.5,0.7,0.5,0.8,2.194078947,2.298108553,2.250822368,-1.494078947,-1.798108553,-1.450822368,-1.581003289,-0.5,0.5,,6.45,6.19,7.17,6.786295369,7.059762203,6.822277847,-0.336295369,-0.869762203,0.347722153,-0.286111806,-3.2,3.2,5.39,5.49,5.50,6.750312891,7.102941176,6.7359199,-1.360312891,-1.612941176,-1.2359199,-1.403057989,-3.2,3.2,3.8,4.5,4.1,6.793491865,6.980600751,6.901439299,-2.993491865,-2.480600751,-2.801439299,-2.758510638,-3.2,3.2,6.4,6.8,5.4,7.045369212,7.448372966,7.239674593,-0.645369212,-0.648372966,-1.839674593,-1.044472257,-3.2,3.2
116,1.75,1.60,1.66,2.308552632,2.35625,2.327631579,-0.558552632,-0.75625,-0.667631579,-0.660811404,-0.5,0.5,1.49,1.37,1.48,2.299013158,2.375328947,2.337171053,-0.809013158,-1.005328947,-0.857171053,-0.890504386,-0.5,0.5,0.9,1.3,1.2,2.308552632,2.346710526,2.346710526,-1.408552632,-1.046710526,-1.146710526,-1.200657895,-0.5,0.5,0.7,0.5,0.8,2.213157895,2.318092105,2.270394737,-1.513157895,-1.818092105,-1.470394737,-1.600548246,-0.5,0.5,,6.52,6.32,7.21,6.845306633,7.121151439,6.881602003,-0.325306633,-0.801151439,0.328397997,-0.266020025,-3.2,3.2,5.46,5.50,5.55,6.809011264,7.164705882,6.794493116,-1.349011264,-1.664705882,-1.244493116,-1.419403421,-3.2,3.2,3.8,4.6,4.1,6.852565707,7.041301627,6.961451815,-3.052565707,-2.441301627,-2.861451815,-2.785106383,-3.2,3.2,6.4,7,5.5,7.106633292,7.513141427,7.302628285,-0.706633292,-0.513141427,-1.802628285,-1.007467668,-3.2,3.2
117,1.76,1.61,1.68,2.328453947,2.3765625,2.347697368,-0.568453947,-0.7665625,-0.667697368,-0.667571272,-0.5,0.5,1.50,1.39,1.48,2.318832237,2.395805921,2.357319079,-0.818832237,-1.005805921,-0.877319079,-0.900652412,-0.5,0.5,0.9,1.3,1.2,2.328453947,2.366940789,2.366940789,-1.428453947,-1.066940789,-1.166940789,-1.220778509,-0.5,0.5,0.7,0.5,0.8,2.232236842,2.338075658,2.289967105,-1.532236842,-1.838075658,-1.489967105,-1.620093202,-0.5,0.5,,6.57,6.36,7.25,6.904317897,7.182540676,6.940926158,-0.334317897,-0.822540676,0.309073842,-0.28259491,-3.2,3.2,5.60,5.60,5.61,6.867709637,7.226470588,6.853066333,-1.267709637,-1.626470588,-1.243066333,-1.379082186,-3.2,3.2,3.8,4.6,4.1,6.911639549,7.102002503,7.02146433,-3.111639549,-2.502002503,-2.92146433,-2.845035461,-3.2,3.2,6.4,7,5.6,7.167897372,7.577909887,7.365581977,-0.767897372,-0.577909887,-1.765581977,-1.037129746,-3.2,3.2
118,1.78,1.63,1.68,2.348355263,2.396875,2.367763158,-0.568355263,-0.766875,-0.687763158,-0.67433114,-0.5,0.5,1.54,1.40,1.50,2.338651316,2.416282895,2.377467105,-0.798651316,-1.016282895,-0.877467105,-0.897467105,-0.5,0.5,0.9,1.3,1.2,2.348355263,2.387171053,2.387171053,-1.448355263,-1.087171053,-1.187171053,-1.240899123,-0.5,0.5,0.7,0.5,0.9,2.251315789,2.358059211,2.309539474,-1.551315789,-1.858059211,-1.409539474,-1.606304825,-0.5,0.5,,6.63,6.40,7.31,6.963329161,7.243929912,7.000250313,-0.333329161,-0.843929912,0.309749687,-0.289169796,-3.2,3.2,5.71,5.63,5.66,6.92640801,7.288235294,6.911639549,-1.21640801,-1.658235294,-1.251639549,-1.375427618,-3.2,3.2,3.8,4.7,4.1,6.970713392,7.162703379,7.081476846,-3.170713392,-2.462703379,-2.981476846,-2.871631206,-3.2,3.2,6.4,7,5.7,7.229161452,7.642678348,7.42853567,-0.829161452,-0.642678348,-1.72853567,-1.066791823,-3.2,3.2
119,1.79,1.65,1.69,2.368256579,2.4171875,2.387828947,-0.578256579,-0.7671875,-0.697828947,-0.681091009,-0.5,0.5,1.56,1.41,1.51,2.358470395,2.436759868,2.397615132,-0.798470395,-1.026759868,-0.887615132,-0.904281798,-0.5,0.5,0.9,1.3,1.2,2.368256579,2.407401316,2.407401316,-1.468256579,-1.107401316,-1.207401316,-1.261019737,-0.5,0.5,0.7,0.6,0.9,2.270394737,2.378042763,2.329111842,-1.570394737,-1.778042763,-1.429111842,-1.592516447,-0.5,0.5,,6.68,6.47,7.37,7.022340426,7.305319149,7.059574468,-0.342340426,-0.835319149,0.310425532,-0.289078014,-3.2,3.2,5.79,5.67,5.73,6.985106383,7.35,6.970212766,-1.195106383,-1.68,-1.240212766,-1.37177305,-3.2,3.2,3.8,4.9,4.1,7.029787234,7.223404255,7.141489362,-3.229787234,-2.323404255,-3.041489362,-2.864893617,-3.2,3.2,6.5,7.2,5.7,7.290425532,7.707446809,7.491489362,-0.790425532,-0.507446809,-1.791489362,-1.029787234,-3.2,3.2
120,1.82,1.66,1.71,2.388157895,2.4375,2.407894737,-0.568157895,-0.7775,-0.697894737,-0.681184211,-0.5,0.5,1.61,1.44,1.52,2.378289474,2.457236842,2.417763158,-0.768289474,-1.017236842,-0.897763158,-0.894429825,-0.5,0.5,0.9,1.3,1.2,2.388157895,2.427631579,2.427631579,-1.488157895,-1.127631579,-1.227631579,-1.281140351,-0.5,0.5,0.7,0.6,0.9,2.289473684,2.398026316,2.348684211,-1.589473684,-1.798026316,-1.448684211,-1.612061404,-0.5,0.5,,6.71,6.52,7.42,7.08135169,7.366708385,7.118898623,-0.37135169,-0.846708385,0.301101377,-0.305652899,-3.2,3.2,5.82,5.69,5.79,7.043804756,7.411764706,7.028785982,-1.223804756,-1.721764706,-1.238785982,-1.394785148,-3.2,3.2,3.9,4.9,4.2,7.088861076,7.284105131,7.201501877,-3.188861076,-2.384105131,-3.001501877,-2.858156028,-3.2,3.2,6.7,7.2,5.7,7.351689612,7.772215269,7.554443054,-0.651689612,-0.572215269,-1.854443054,-1.026115978,-3.2,3.2
121,1.83,1.68,1.72,2.408059211,2.4578125,2.427960526,-0.578059211,-0.7778125,-0.707960526,-0.687944079,-0.5,0.5,1.62,1.45,1.53,2.398108553,2.477713816,2.437911184,-0.778108553,-1.027713816,-0.907911184,-0.904577851,-0.5,0.5,0.9,1.4,1.3,2.408059211,2.447861842,2.447861842,-1.508059211,-1.047861842,-1.147861842,-1.234594298,-0.5,0.5,0.7,0.6,0.9,2.308552632,2.418009868,2.368256579,-1.608552632,-1.818009868,-1.468256579,-1.63160636,-0.5,0.5,,6.72,6.60,7.46,7.140362954,7.428097622,7.178222778,-0.420362954,-0.828097622,0.281777222,-0.322227785,-3.2,3.2,5.89,5.72,5.89,7.102503129,7.473529412,7.087359199,-1.212503129,-1.753529412,-1.197359199,-1.387797247,-3.2,3.2,3.9,5.1,4.2,7.147934919,7.344806008,7.261514393,-3.247934919,-2.244806008,-3.061514393,-2.85141844,-3.2,3.2,6.7,7.2,5.8,7.412953692,7.83698373,7.617396746,-0.712953692,-0.63698373,-1.817396746,-1.055778056,-3.2,3.2
122,1.84,1.69,1.74,2.427960526,2.478125,2.448026316,-0.587960526,-0.788125,-0.708026316,-0.694703947,-0.5,0.5,1.63,1.46,1.53,2.417927632,2.498190789,2.458059211,-0.787927632,-1.038190789,-0.928059211,-0.918059211,-0.5,0.5,1,1.4,1.3,2.427960526,2.468092105,2.468092105,-1.427960526,-1.068092105,-1.168092105,-1.221381579,-0.5,0.5,0.7,0.6,0.9,2.327631579,2.437993421,2.387828947,-1.627631579,-1.837993421,-1.487828947,-1.651151316,-0.5,0.5,,6.81,6.67,7.53,7.199374218,7.489486859,7.237546934,-0.389374218,-0.819486859,0.292453066,-0.305469337,-3.2,3.2,5.91,5.74,6.00,7.161201502,7.535294118,7.145932416,-1.251201502,-1.795294118,-1.145932416,-1.397476012,-3.2,3.2,4,5.1,4.3,7.207008761,7.405506884,7.321526909,-3.207008761,-2.305506884,-3.021526909,-2.844680851,-3.2,3.2,6.8,7.3,5.9,7.474217772,7.90175219,7.680350438,-0.674217772,-0.60175219,-1.780350438,-1.018773467,-3.2,3.2
123,1.85,1.69,1.76,2.447861842,2.4984375,2.468092105,-0.597861842,-0.8084375,-0.708092105,-0.704797149,-0.5,0.5,1.65,1.46,1.55,2.437746711,2.518667763,2.478207237,-0.787746711,-1.058667763,-0.928207237,-0.924873904,-0.5,0.5,1,1.4,1.3,2.447861842,2.488322368,2.488322368,-1.447861842,-1.088322368,-1.188322368,-1.241502193,-0.5,0.5,0.7,0.6,0.9,2.346710526,2.457976974,2.407401316,-1.646710526,-1.857976974,-1.507401316,-1.670696272,-0.5,0.5,,6.84,6.71,7.65,7.258385482,7.550876095,7.296871089,-0.418385482,-0.840876095,0.353128911,-0.302044222,-3.2,3.2,6.00,5.78,6.02,7.219899875,7.597058824,7.204505632,-1.219899875,-1.817058824,-1.184505632,-1.407154777,-3.2,3.2,4,5.2,4.5,7.266082603,7.46620776,7.381539424,-3.266082603,-2.26620776,-2.881539424,-2.804609929,-3.2,3.2,6.8,7.3,5.9,7.535481852,7.966520651,7.74330413,-0.735481852,-0.666520651,-1.84330413,-1.081768878,-3.2,3.2
124,1.86,1.73,1.78,2.467763158,2.51875,2.488157895,-0.607763158,-0.78875,-0.708157895,-0.701557018,-0.5,0.5,1.67,1.48,1.59,2.457565789,2.539144737,2.498355263,-0.787565789,-1.059144737,-0.908355263,-0.918355263,-0.5,0.5,1,1.4,1.3,2.467763158,2.508552632,2.508552632,-1.467763158,-1.108552632,-1.208552632,-1.261622807,-0.5,0.5,0.7,0.6,0.9,2.365789474,2.477960526,2.426973684,-1.665789474,-1.877960526,-1.526973684,-1.690241228,-0.5,0.5,,6.91,6.76,7.71,7.317396746,7.612265332,7.356195244,-0.407396746,-0.852265332,0.353804756,-0.301952441,-3.2,3.2,6.02,5.81,6.14,7.278598248,7.658823529,7.263078849,-1.258598248,-1.848823529,-1.123078849,-1.410166875,-3.2,3.2,4.1,5.2,4.5,7.325156446,7.526908636,7.44155194,-3.225156446,-2.326908636,-2.94155194,-2.831205674,-3.2,3.2,6.9,7.4,5.9,7.596745932,8.031289111,7.806257822,-0.696745932,-0.631289111,-1.906257822,-1.078097622,-3.2,3.2
